Date,Open,High,Low,Close,Adj Close,Volume
2019-01-07,67.949997,67.949997,67.949997,67.949997,58.250946,200
2019-01-08,67.750000,67.750000,67.250000,67.250000,57.650864,800
2019-01-09,67.250000,67.250000,67.250000,67.250000,57.650864,0
2019-01-10,69.000000,69.000000,69.000000,69.000000,59.151073,100
2019-01-11,68.680000,68.800003,68.680000,68.800003,58.979622,400
2019-01-14,66.949997,66.949997,66.949997,66.949997,57.393684,400
2019-01-15,66.949997,66.949997,66.949997,66.949997,57.393684,0
2019-01-16,66.949997,66.949997,66.949997,66.949997,57.393684,100
2019-01-17,66.949997,66.949997,66.949997,66.949997,57.393684,100
2019-01-18,66.949997,66.949997,66.949997,66.949997,57.393684,0
2019-01-22,68.099998,68.099998,68.099998,68.099998,58.379536,100
2019-01-23,68.099998,68.099998,68.099998,68.099998,58.379536,0
2019-01-24,68.099998,68.099998,68.099998,68.099998,58.379536,100
2019-01-25,69.449997,69.897003,69.449997,69.897003,59.920040,300
2019-01-28,69.897003,69.897003,69.897003,69.897003,59.920040,100
2019-01-29,69.897003,69.897003,69.897003,69.897003,59.920040,100
2019-01-30,71.265999,71.265999,70.699997,70.699997,60.608418,400
2019-01-31,70.699997,70.699997,70.699997,70.699997,60.608418,100
2019-02-01,72.900002,72.900002,72.900002,72.900002,62.494396,900
2019-02-04,73.800003,73.800003,73.800003,73.800003,63.265930,100
2019-02-05,74.820000,74.820000,74.820000,74.820000,64.140335,5300
2019-02-06,74.199997,74.199997,74.199997,74.199997,63.608837,700
2019-02-07,73.199997,73.199997,73.199997,73.199997,62.751572,300
2019-02-08,73.199997,73.199997,73.199997,73.199997,62.751572,100
2019-02-11,72.800003,72.800003,72.800003,72.800003,62.408672,100
2019-02-12,72.457001,72.599998,72.000000,72.599998,62.237213,1100
2019-02-13,72.899002,72.899002,72.899002,72.899002,62.493538,200
2019-02-14,72.899002,72.899002,72.899002,72.899002,62.493538,0
2019-02-15,71.849998,71.849998,71.849998,71.849998,61.594269,1500
2019-02-19,71.849998,71.849998,71.849998,71.849998,61.594269,400
2019-02-20,71.849998,71.849998,71.849998,71.849998,61.594269,600
2019-02-21,73.063004,73.063004,72.949997,72.949997,62.537258,1300
2019-02-22,72.949997,72.949997,72.949997,72.949997,62.537258,0
2019-02-25,72.500000,72.500000,72.500000,72.500000,62.151489,300
2019-02-26,73.000000,73.000000,73.000000,73.000000,62.580124,100
2019-02-27,73.099998,73.699997,73.099998,73.699997,63.180199,200
2019-02-28,73.150002,73.150002,73.099998,73.099998,62.665848,500
2019-03-01,73.099998,73.099998,73.099998,73.099998,62.665848,0
2019-03-04,73.099998,73.099998,73.099998,73.099998,62.665848,100
2019-03-05,74.099998,75.000000,74.099998,75.000000,64.294647,800
2019-03-06,73.699997,73.699997,73.699997,73.699997,72.620918,300
2019-03-07,73.699997,73.699997,73.699997,73.699997,72.620918,0
2019-03-08,73.699997,73.699997,73.699997,73.699997,72.620918,100
2019-03-11,73.699997,73.699997,73.699997,73.699997,72.620918,100
2019-03-12,77.000000,77.000000,77.000000,77.000000,75.872604,300
2019-03-13,77.396004,77.396004,77.300003,77.300003,76.168221,1400
2019-03-14,77.639999,78.099998,77.639999,78.099998,76.956497,400
