Date,Open,High,Low,Close,Adj Close,Volume
2019-01-07,42.912498,43.235001,42.625000,43.070000,40.522408,9478000
2019-01-08,43.037498,43.447498,42.892502,43.384998,40.818771,10599600
2019-01-09,43.389999,43.500000,43.012501,43.197498,40.642365,7047600
2019-01-10,43.325001,43.904999,43.137501,43.847500,41.253918,11384800
2019-01-11,43.785000,44.035000,43.412498,43.927502,41.329189,8860000
2019-01-14,43.654999,43.654999,42.337502,42.807499,40.275436,15355600
2019-01-15,42.847500,43.952499,42.687500,43.680000,41.096325,9261200
2019-01-16,43.505001,43.727501,43.207500,43.669998,41.086914,7059200
2019-01-17,43.782501,43.980000,43.610001,43.872501,41.277439,8200800
2019-01-18,44.099998,44.152500,43.777500,44.022499,41.418564,7414400
2019-01-22,43.857498,44.487499,43.810001,44.345001,41.721996,8654400
2019-01-23,44.485001,44.865002,44.047501,44.845001,42.192417,9089200
2019-01-24,44.814999,45.220001,44.490002,45.070000,42.404106,9812800
2019-01-25,44.625000,44.872501,43.480000,43.549999,40.974010,15254400
2019-01-28,44.027500,44.027500,42.942501,43.117500,40.567097,11976800
2019-01-29,43.270000,43.357498,42.935001,43.215000,40.658829,7924400
2019-01-30,43.060001,43.657501,43.025002,43.397499,40.830536,8345600
2019-01-31,43.360001,44.822498,43.337502,44.744999,42.098328,12519600
2019-02-01,44.592499,44.779999,44.125000,44.455002,41.825485,8934000
2019-02-04,44.277500,44.547501,44.032501,44.525002,41.891346,11302000
2019-02-05,44.392502,44.674999,44.192501,44.542500,41.907810,7956800
2019-02-06,44.682499,44.810001,44.400002,44.525002,41.891346,6647200
2019-02-07,44.500000,45.362499,44.470001,45.337502,42.655785,8516800
2019-02-08,45.302502,45.842499,45.255001,45.752499,43.046234,7322400
2019-02-11,45.605000,45.982498,45.580002,45.752499,43.046234,7404400
2019-02-12,45.750000,46.102501,45.419998,45.817501,43.107388,7004800
2019-02-13,45.764999,45.965000,45.607498,45.712502,43.008606,5726400
2019-02-14,45.840000,46.110001,45.634998,45.652500,42.952152,6408000
2019-02-15,46.152500,46.277500,45.825001,46.009998,43.288509,8813200
2019-02-19,46.032501,46.452499,45.849998,46.342499,43.601341,9774000
2019-02-20,46.270000,46.525002,46.009998,46.410000,43.664845,10203200
2019-02-21,46.222500,46.717499,46.139999,46.639999,43.881241,8274800
2019-02-22,46.707500,47.035000,46.439999,47.032501,44.250526,6735200
2019-02-25,47.112499,47.347500,46.577499,46.970001,44.191727,7555600
2019-02-26,47.044998,47.255001,46.787498,47.057499,44.274044,7644400
2019-02-27,46.645000,46.872501,46.520000,46.702499,44.233791,7288000
2019-02-28,46.752499,47.185001,46.514999,46.930000,44.449265,12454000
2019-03-01,46.880001,47.145000,46.647499,46.889999,44.411377,6865600
2019-03-04,47.057499,47.137501,46.642502,47.060001,44.572392,8609200
2019-03-05,47.092499,47.302502,47.005001,47.080002,44.591339,7666800
2019-03-06,47.014999,47.242500,46.744999,46.892502,44.413750,7155600
2019-03-07,47.064999,47.282501,46.845001,46.982498,44.498985,9411200
2019-03-08,47.152500,47.357498,46.730000,47.174999,44.681313,6972800
2019-03-11,47.152500,47.445000,47.115002,47.375000,44.870739,7135600
2019-03-12,47.500000,47.840000,47.357498,47.722500,45.199871,7140400
2019-03-13,47.467499,47.880001,47.365002,47.742500,45.218819,4916000
2019-03-14,47.790001,48.042500,47.552502,47.744999,45.221188,5816800
2019-03-15,47.689999,47.985001,47.502499,47.810001,45.282753,14402000
2019-03-18,47.867500,47.994999,47.532501,47.717499,45.195137,7469200
