Date,Open,High,Low,Adj Close,Volume,Ticker
2019-01-07,46.459998999999996,47.740002000000004,45.66,45.790001000000004,1784000,FSLR
2019-01-08,46.779999,47.0,45.349998,46.23,1327600,FSLR
2019-01-09,46.529999,47.630001,46.27,46.959998999999996,1715000,FSLR
2019-01-10,46.599998,47.93,46.32,47.740002000000004,1032100,FSLR
2019-01-11,47.540001000000004,47.849998,46.860001000000004,47.5,1084200,FSLR
2019-01-14,46.900002,47.380001,46.580002,46.73,1138300,FSLR
2019-01-15,47.009997999999996,47.200001,46.610001000000004,46.860001000000004,1167500,FSLR
2019-01-16,47.029999,47.82,46.869999,47.299999,1157400,FSLR
2019-01-17,47.25,48.650002,47.009997999999996,48.380001,2036000,FSLR
2019-01-18,48.5,49.380001,47.849998,47.939999,1751000,FSLR
2019-01-22,47.619999,47.860001000000004,45.939999,46.209998999999996,1375400,FSLR
2019-01-23,46.759997999999996,46.990002000000004,45.77,46.540001000000004,1389200,FSLR
2019-01-24,46.240002000000004,48.860001000000004,46.139998999999996,48.599998,1911100,FSLR
2019-01-25,48.84,50.099998,48.630001,49.860001000000004,1250900,FSLR
2019-01-28,49.299999,50.84,49.049999,50.700001,1570700,FSLR
2019-01-29,50.889998999999996,50.889998999999996,50.040001000000004,50.080002,1638900,FSLR
2019-01-30,50.5,50.98,50.049999,50.709998999999996,935700,FSLR
2019-01-31,50.5,51.43,50.150002,50.59,1249000,FSLR
2019-02-01,50.779999,50.950001,48.060001,48.43,1977400,FSLR
2019-02-04,48.599998,49.43,48.240002000000004,49.290001000000004,963800,FSLR
2019-02-05,49.23,49.450001,48.650002,49.310001,1410500,FSLR
2019-02-06,49.599998,50.450001,48.860001000000004,48.889998999999996,1663000,FSLR
2019-02-07,48.52,49.360001000000004,47.540001000000004,48.0,1347200,FSLR
2019-02-08,47.619999,48.419998,47.16,48.099998,1369200,FSLR
2019-02-11,48.139998999999996,49.950001,48.139998999999996,49.720001,1516000,FSLR
2019-02-12,50.419998,50.880001,50.040001000000004,50.259997999999996,1038900,FSLR
2019-02-13,50.52,50.970001,50.099998,50.639998999999996,756300,FSLR
2019-02-14,50.43,51.630001,50.419998,51.02,890800,FSLR
2019-02-15,50.73,51.209998999999996,48.759997999999996,49.18,2399700,FSLR
2019-02-19,49.23,52.240002000000004,49.110001000000004,52.060001,2554500,FSLR
2019-02-20,52.169998,52.610001000000004,51.240002000000004,51.689999,2395700,FSLR
2019-02-21,51.709998999999996,52.490002000000004,51.549999,51.950001,2368200,FSLR
2019-02-22,51.009997999999996,53.84,50.599998,53.73,4112400,FSLR
2019-02-25,54.119999,55.380001,51.630001,51.77,3266200,FSLR
2019-02-26,51.540001000000004,52.32,51.220001,51.889998999999996,2008300,FSLR
2019-02-27,51.68,52.5,51.380001,52.380001,1152800,FSLR
2019-02-28,52.240002000000004,53.57,52.02,52.549999,1372300,FSLR
2019-03-01,53.080002,54.0,52.830002,53.41,1252800,FSLR
2019-03-04,53.509997999999996,53.68,51.799999,52.490002000000004,1161500,FSLR
2019-03-05,52.52,53.119999,51.959998999999996,52.189999,755200,FSLR
2019-03-06,52.099998,52.240002000000004,51.099998,51.369999,1204900,FSLR
2019-03-07,51.220001,51.66,50.240002000000004,50.360001000000004,1442200,FSLR
2019-03-08,49.669998,51.360001000000004,49.060001,51.16,1673100,FSLR
2019-03-11,51.299999,53.75,51.299999,53.619999,1748700,FSLR
2019-03-12,53.529999,54.080002,52.970001,53.93,1141200,FSLR
2019-03-13,54.060001,54.93,54.009997999999996,54.709998999999996,1483700,FSLR
2019-03-14,55.0,55.619999,54.16,54.439999,1383300,FSLR
2019-03-15,54.759997999999996,55.349998,53.610001000000004,53.709998999999996,1489400,FSLR
2019-03-18,54.099998,54.759997999999996,53.759997999999996,54.68,1190900,FSLR
2019-03-19,54.91,55.799999,54.700001,55.450001,1528300,FSLR
2019-03-20,55.310001,56.040001000000004,54.790001000000004,55.650002,1647800,FSLR
2019-03-21,55.419998,55.779999,54.049999,54.810001,1468000,FSLR
