Date,Open,High,Low,Adj Close,Volume,Ticker
2019-01-07,55.700001,56.5,55.369999,47.956219,303200,SIEGY
2019-01-08,56.790001000000004,56.860001000000004,56.200001,48.032771999999994,223400,SIEGY
2019-01-09,56.720001,57.0,56.5,48.415531,325900,SIEGY
2019-01-10,56.599998,57.200001,56.560001,48.636688,198100,SIEGY
2019-01-11,56.18,56.290001000000004,55.900002,47.658508000000005,274100,SIEGY
2019-01-14,55.799999,56.150002,55.75,47.667019,244400,SIEGY
2019-01-15,55.700001,56.049999,55.700001,47.624485,182900,SIEGY
2019-01-16,55.490002000000004,55.889998999999996,55.490002000000004,47.301262,187100,SIEGY
2019-01-17,55.349998,56.200001,55.310001,47.675518,181300,SIEGY
2019-01-18,57.189999,57.41,56.939999,48.747265000000006,177400,SIEGY
2019-01-22,56.110001000000004,56.529999,56.060001,47.879661999999996,252200,SIEGY
2019-01-23,56.389998999999996,56.450001,55.93,47.692532,206700,SIEGY
2019-01-24,56.060001,56.349998,55.919998,47.743567999999996,159000,SIEGY
2019-01-25,57.470001,57.549999,57.080002,48.602657,245000,SIEGY
2019-01-28,57.049999,57.5,56.98,48.900372,257100,SIEGY
2019-01-29,57.48,57.900002,57.380001,48.900372,134100,SIEGY
2019-01-30,56.91,58.360001000000004,56.790001000000004,49.325665,191700,SIEGY
2019-01-31,54.619999,55.0,54.459998999999996,48.468821999999996,237900,SIEGY
2019-02-01,54.68,54.990002000000004,54.349998,48.398154999999996,171800,SIEGY
2019-02-04,54.330002,54.360001000000004,53.759997999999996,48.018318,184100,SIEGY
2019-02-05,55.139998999999996,55.200001,54.799999,48.504158000000004,166800,SIEGY
2019-02-06,54.439999,54.540001000000004,54.07,47.832821,160900,SIEGY
2019-02-07,53.189999,53.209998999999996,52.599998,46.596146000000005,180000,SIEGY
2019-02-08,52.080002,52.119999,51.509997999999996,45.898303999999996,132700,SIEGY
2019-02-11,52.09,52.279999,51.860001000000004,45.862968,186800,SIEGY
2019-02-12,52.200001,52.34,52.02,46.154476,226900,SIEGY
2019-02-13,52.23,52.349998,51.849998,45.809975,164100,SIEGY
2019-02-14,52.259997999999996,52.439999,51.970001,46.057308,219000,SIEGY
2019-02-15,53.119999,53.529999,53.07,46.993649,505800,SIEGY
2019-02-19,52.860001000000004,53.400002,52.860001000000004,47.108482,215300,SIEGY
2019-02-20,53.52,53.919998,53.490002000000004,47.426483000000005,168300,SIEGY
2019-02-21,53.650002,53.799999,53.349998,47.258648,147600,SIEGY
2019-02-22,54.43,54.470001,54.150002,48.035988,171800,SIEGY
2019-02-25,54.990002000000004,55.09,54.689999,48.424656,253000,SIEGY
2019-02-26,55.779999,56.0,55.740002000000004,49.246162,194400,SIEGY
2019-02-27,55.200001,55.220001,54.740002000000004,48.40699,313300,SIEGY
2019-02-28,54.599998,54.790001000000004,54.360001000000004,48.221484999999994,143100,SIEGY
2019-03-01,55.509997999999996,55.630001,55.009997999999996,48.813324,100400,SIEGY
2019-03-04,55.290001000000004,55.41,54.759997999999996,48.610157,121800,SIEGY
2019-03-05,54.869999,54.959998999999996,54.630001,48.256821,188900,SIEGY
2019-03-06,55.189999,55.189999,54.740002000000004,48.442326,151500,SIEGY
2019-03-07,54.330002,54.360001000000004,53.619999,47.426483000000005,200500,SIEGY
