Date,Open,High,Low,Adj Close,Volume,Ticker
2019-01-07,42.912498,43.235001000000004,42.625,40.522408,9478000,NEE
2019-01-08,43.037498,43.447497999999996,42.892502,40.818771000000005,10599600,NEE
2019-01-09,43.389998999999996,43.5,43.012501,40.642365000000005,7047600,NEE
2019-01-10,43.325001,43.904999,43.137501,41.253918,11384800,NEE
2019-01-11,43.785,44.035,43.412498,41.329189,8860000,NEE
2019-01-14,43.654999,43.654999,42.337502,40.275436,15355600,NEE
2019-01-15,42.8475,43.952498999999996,42.6875,41.096325,9261200,NEE
2019-01-16,43.505001,43.727501000000004,43.2075,41.086914,7059200,NEE
2019-01-17,43.782501,43.98,43.610001000000004,41.277439,8200800,NEE
2019-01-18,44.099998,44.1525,43.7775,41.418564,7414400,NEE
2019-01-22,43.857498,44.487499,43.810001,41.721996000000004,8654400,NEE
2019-01-23,44.485001000000004,44.865002000000004,44.047501000000004,42.192417,9089200,NEE
2019-01-24,44.814999,45.220001,44.490002000000004,42.404106,9812800,NEE
2019-01-25,44.625,44.872501,43.48,40.97401,15254400,NEE
2019-01-28,44.0275,44.0275,42.942501,40.567097,11976800,NEE
2019-01-29,43.27,43.357498,42.935001,40.658829,7924400,NEE
2019-01-30,43.060001,43.657501,43.025002,40.830535999999995,8345600,NEE
2019-01-31,43.360001000000004,44.822497999999996,43.337502,42.098328,12519600,NEE
2019-02-01,44.592499,44.779999,44.125,41.825485,8934000,NEE
2019-02-04,44.2775,44.547501000000004,44.032501,41.891346,11302000,NEE
2019-02-05,44.392502,44.674999,44.192501,41.90781,7956800,NEE
2019-02-06,44.682499,44.810001,44.400002,41.891346,6647200,NEE
2019-02-07,44.5,45.362499,44.470001,42.655784999999995,8516800,NEE
2019-02-08,45.302502000000004,45.842499,45.255001,43.046234000000005,7322400,NEE
2019-02-11,45.605,45.982498,45.580002,43.046234000000005,7404400,NEE
2019-02-12,45.75,46.102501000000004,45.419998,43.107388,7004800,NEE
2019-02-13,45.764998999999996,45.965,45.607498,43.008606,5726400,NEE
2019-02-14,45.84,46.110001000000004,45.634997999999996,42.952152000000005,6408000,NEE
2019-02-15,46.1525,46.2775,45.825001,43.288509000000005,8813200,NEE
2019-02-19,46.032501,46.452498999999996,45.849998,43.601341,9774000,NEE
2019-02-20,46.27,46.525002,46.009997999999996,43.664845,10203200,NEE
2019-02-21,46.2225,46.717499,46.139998999999996,43.881240999999996,8274800,NEE
2019-02-22,46.7075,47.035,46.439999,44.250526,6735200,NEE
2019-02-25,47.112499,47.3475,46.577498999999996,44.191727,7555600,NEE
2019-02-26,47.044998,47.255001,46.787498,44.274044,7644400,NEE
2019-02-27,46.645,46.872501,46.52,44.233791,7288000,NEE
2019-02-28,46.752499,47.185001,46.514998999999996,44.449265000000004,12454000,NEE
2019-03-01,46.880001,47.145,46.647498999999996,44.411377,6865600,NEE
2019-03-04,47.057499,47.137501,46.642502,44.572392,8609200,NEE
2019-03-05,47.092499,47.302502000000004,47.005001,44.591339000000005,7666800,NEE
2019-03-06,47.014998999999996,47.2425,46.744999,44.41375,7155600,NEE
2019-03-07,47.064999,47.282501,46.845001,44.498985,9411200,NEE
2019-03-08,47.1525,47.357498,46.73,44.681313,6972800,NEE
2019-03-11,47.1525,47.445,47.115002000000004,44.870739,7135600,NEE
2019-03-12,47.5,47.84,47.357498,45.199871,7140400,NEE
2019-03-13,47.467499,47.880001,47.365002000000004,45.218819,4916000,NEE
2019-03-14,47.790001000000004,48.0425,47.552502000000004,45.221188,5816800,NEE
2019-03-15,47.689999,47.985001000000004,47.502499,45.282753,14402000,NEE
2019-03-18,47.8675,47.994999,47.532501,45.195137,7469200,NEE
2019-03-19,47.6325,47.6525,46.947497999999996,44.633961,8080800,NEE
2019-03-20,47.259997999999996,47.7925,46.959998999999996,44.958355,8669200,NEE
2019-03-21,47.572497999999996,48.07,47.462502,45.441402000000004,7499200,NEE
2019-03-22,48.0625,48.887501,48.0625,45.919703999999996,9486000,NEE
2019-03-25,48.612499,48.775002,48.387501,45.843928999999996,7038400,NEE
2019-03-26,48.455002,48.8325,48.255001,46.173061,6093200,NEE
2019-03-27,48.8125,48.825001,48.217499,45.917332,6116800,NEE
2019-03-28,48.477501000000004,48.5975,47.830002,45.44376,9324000,NEE
2019-03-29,47.982498,48.3675,47.825001,45.775257,12039200,NEE
2019-04-01,48.355,48.4375,47.552502000000004,45.105164,9640400,NEE
2019-04-02,47.677502000000004,47.75,47.177502000000004,44.866009000000005,9960400,NEE
2019-04-03,47.2775,47.57,46.9725,44.825752,8202800,NEE
2019-04-04,47.494999,47.509997999999996,46.857498,44.610275,7106800,NEE
2019-04-05,47.345001,47.584998999999996,47.0,45.008083,6452800,NEE
2019-04-08,47.360001000000004,47.455002,46.9575,44.667114,5772800,NEE
2019-04-09,47.16,47.485001000000004,47.1325,44.920466999999995,6617200,NEE
2019-04-10,47.4375,47.855,47.099998,44.662369,5291600,NEE
2019-04-11,47.154999,47.544998,47.099998,44.998604,5738400,NEE
2019-04-12,47.342499,47.762501,47.112499,45.190403,4768400,NEE
2019-04-15,47.7775,48.017502,47.669998,45.263805,5872800,NEE
2019-04-16,47.764998999999996,48.077498999999996,47.355,44.875477000000004,6523200,NEE
2019-04-17,47.4375,47.637501,47.259997999999996,44.906261,8045600,NEE
2019-04-18,47.355,47.669998,47.310001,44.837589,6670800,NEE
2019-04-22,47.2925,47.7075,47.262501,45.079117,7303600,NEE
2019-04-23,47.715,47.8675,47.02,44.939407,8818000,NEE
2019-04-24,47.439999,47.775002,47.287498,45.003341999999996,6187200,NEE
2019-04-25,47.357498,47.93,47.314999,45.102787,5898400,NEE
2019-04-26,47.849998,48.3475,47.822497999999996,45.394039,5653600,NEE
2019-04-29,48.0075,48.224998,47.6525,45.408249,7094400,NEE
2019-04-30,47.939999,48.662498,47.814999,46.040459000000006,10643600,NEE
2019-05-01,48.377499,48.759997999999996,48.232498,45.763424,8541200,NEE
2019-05-02,48.209998999999996,48.467499,47.639998999999996,45.396408,10035600,NEE
2019-05-03,47.892502,48.157501,47.702498999999996,45.559788,6694800,NEE
2019-05-06,48.049999,48.3325,47.709998999999996,45.202244,6730000,NEE
2019-05-07,47.452498999999996,47.689999,47.215,44.929943,7748400,NEE
2019-05-08,47.400002,47.502499,46.825001,44.487152,7887200,NEE
2019-05-09,47.112499,47.302502000000004,46.869999,44.660004,6872400,NEE
2019-05-10,47.139998999999996,48.049999,47.02,45.405876,6420000,NEE
2019-05-13,47.855,48.852501000000004,47.77,46.156483,10632800,NEE
2019-05-14,48.73,49.177502000000004,48.377499,46.149376000000004,8954400,NEE
2019-05-15,48.802502000000004,49.032501,48.6175,46.139912,7071600,NEE
2019-05-16,48.622501,49.48,48.455002,46.67268,8465600,NEE
2019-05-17,48.9575,49.865002000000004,48.904999,47.115459,6821600,NEE
2019-05-20,49.82,50.1525,49.735001000000004,47.203078999999995,5464000,NEE
2019-05-21,49.875,50.247501,49.697497999999996,47.096519,6069200,NEE
2019-05-22,49.872501,50.587502,49.654999,47.813976000000004,6706800,NEE
2019-05-23,50.564999,50.947497999999996,50.564999,48.192837,8216000,NEE
2019-05-24,50.93,51.182499,50.7775,48.154949,5559200,NEE
2019-05-28,50.942501,51.022498999999996,50.232498,47.634029,7048400,NEE
2019-05-29,50.427502000000004,50.57,49.6175,47.053898,7214400,NEE
2019-05-30,49.7775,50.012501,49.615002000000004,47.105988,6462800,NEE
2019-05-31,49.572497999999996,49.8475,49.1525,47.229904,9161600,NEE
2019-06-03,49.732498,49.915001000000004,49.327498999999996,47.556351,6806000,NEE
2019-06-04,50.035,50.077498999999996,49.092499,47.50869,7811600,NEE
2019-06-05,50.125,51.212502,50.0075,48.764435,7546400,NEE
2019-06-06,51.25,51.602501000000004,50.9725,49.028927,5614400,NEE
2019-06-07,51.724998,52.1175,51.0975,48.702484000000005,6242800,NEE
2019-06-10,51.025002,51.172501000000004,50.369999,48.471344,7104800,NEE
2019-06-11,50.799999,50.952498999999996,50.189999,48.125839,4606800,NEE
